#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AD996C
#Date Time: 2025-12-07 12:58:46.316
#Sample rate: 5e+07Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 500 mV/div Offset: 0 V Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Custom
#Type: noisy
#Frequency: 117 kHz
#Period: 8.547008547 us
#Amplitude: 1 V
#Offset: 0 V
#Phase: 0 °

Time (s),Channel 1 (V),Channel 2 (V)
-0.00012899174603174605,-0.5272998187545511,-0.007861817833667205
-0.00012897174603174603,-0.5407049380133285,-0.008880136603160213
-0.00012895174603174602,-0.5165757233475609,-0.011256213731974758
-0.00012893174603174603,-0.5272998187545508,-0.0109167741421453
-0.00012891174603174604,-0.4998193242740946,-0.012953411681128535
-0.00012889174603174605,-0.4740144697009832,-0.012274532501467456
-0.00012887174603174603,-0.4596039664977989,-0.009898455372652293
-0.00012885174603174604,-0.44519346329463283,-0.011595653321804988
-0.00012883174603174602,-0.4146968169809273,-0.011595653321805142
-0.00012881174603174603,-0.39693503396307145,-0.010237894962482987
-0.00012879174603174604,-0.3919081142410368,-0.010916774142144064
-0.00012877174603174603,-0.38386504268578514,-0.010577334552313834
-0.00012875174603174604,-0.40531323349979975,-0.010916774142144373
-0.00012873174603174602,-0.3630871078346795,-0.008880136603160676
-0.00012871174603174603,-0.3416389170206649,-0.009898455372652293
-0.00012869174603174604,-0.3456604527982926,-0.009898455372652293
-0.00012867174603174605,-0.3225366220769455,-0.009219576192991524
-0.00012865174603174604,-0.33225533353952924,-0.008540697013329518
-0.00012863174603174602,-0.2876833120041281,-0.008540697013329518
-0.00012861174603174603,-0.28031049641180195,-0.00854069701332921
-0.00012859174603174604,-0.2538353858757647,-0.00786181783366844
-0.00012857174603174605,-0.2645594812827551,-0.008201257423498516
-0.00012855174603174603,-0.24780308220930833,-0.008201257423498825
-0.00012853174603174602,-0.218311819840016,-0.00820125742349759
-0.00012851174603174603,-0.2085931083774199,-0.006843499064176205
-0.00012849174603174604,-0.20825798039595092,-0.007182938654006744
-0.00012847174603174605,-0.19317722122984687,-0.007861817833667822
-0.00012845174603174603,-0.17407492628609958,-0.007182938654006744
-0.00012843174603174601,-0.14692955978709055,-0.0068434990641754335
-0.00012841174603174602,-0.13654059236155008,-0.006164619884514047
-0.00012839174603174603,-0.12145983319544607,-0.00480686152519189
-0.00012837174603174604,-0.10704932999227998,-0.006164619884514047
-0.00012835174603174603,-0.1150924015475193,-0.006843499064175588
-0.00012833174603174604,-0.08593626715973146,-0.005825180294684433
-0.00012831174603174602,-0.06549346029010458,-0.006164619884514047
-0.00012829174603174603,-0.07286627588242212,-0.00480686152519189
-0.00012827174603174604,-0.05108295708693851,-0.004127982345530811
-0.00012825174603174605,-0.05007757314252213,-0.0054857407048520416
-0.00012823174603174604,-0.04069398966138556,-0.004127982345530502
-0.00012821174603174602,-0.013213495180890324,-0.003449103165870042
-0.00012819174603174603,0.01594263920689753,-0.0044674219353611965
-0.00012817174603174604,0.031023398373001554,-0.0048068615251917355
-0.00012815174603174605,0.04677441350204323,-0.004467421935361505
-0.00012813174603174603,0.053812101112909294,-0.0027702239862077284
-0.00012811174603174602,0.0631956845940669,-0.0037885427556995
-0.00012809174603174603,0.08732489925981643,-0.0034491031658686524
-0.00012807174603174604,0.07425490798252626,-0.002430784396377035
-0.00012805174603174605,0.08196285155630927,-0.002430784396377035
-0.00012803174603174603,0.12787538501758716,-0.002430784396377035
-0.00012801174603174601,0.16138818316448988,-0.001751905216715339
-0.00012799174603174602,0.14999383179454662,-0.0014124656268854176
-0.00012797174603174603,0.14295614418369806,-0.002430784396377035
-0.00012795174603174605,0.1687609987568094,-0.002430784396377035
-0.00012793174603174603,0.1737879184788637,-0.0017519052167158022
-0.00012791174603174604,0.18618765379321028,-0.0020913448065461872
-0.00012789174603174602,0.21835994001424988,-0.0007335864472237216
-0.00012787174603174603,0.21266276432927725,-0.0010730260370542608
-0.00012785174603174604,0.25589427393877545,0.00028473232226789596
-0.00012783174603174605,0.26393734549404696,-5.4707267561871506e-05
-0.00012781174603174604,0.2719804170493134,-0.00039414685739287377
-0.00012779174603174602,0.29577450373365094,0.0009636115019295917
-0.00012777174603174603,0.3279467899546582,0.0006241719120992069
-0.00012775174603174604,0.3359898615099137,0.0016424906815908243
-0.00012773174603174605,0.35944882021273517,0.0009636115019305178
-0.00012771174603174603,0.3798916270823735,0.0016424906815912875
-0.00012769174603174602,0.3725188114900788,0.0013030510917621376
-0.00012767174603174603,0.40133981789639084,0.003000249040913907
-0.00012765174603174604,0.3859239307488178,0.0026608094510833682
-0.00012763174603174605,0.39664802615582023,0.0016424906815922136
-0.00012761174603174603,0.4214474967845457,0.0023213698612526744
-0.00012759174603174601,0.4311662082471587,0.002660809451083986
-0.00012757174603174603,0.4402146637468233,0.003339688630744755
-0.00012755174603174604,0.4539549109870514,0.003339688630744755
-0.00012753174603174605,0.47071131006050027,0.003339688630744755
-0.00012751174603174603,0.46668977428287833,0.003339688630744755
-0.00012749174603174604,0.501878212337121,0.002660809451083677
-0.00012747174603174602,0.5219858912252845,0.005036886579897914
-0.00012745174603174603,0.5209805072808775,0.0043580074002368355
-0.00012743174603174604,0.5196399953550015,0.003339688630745218
-0.00012741174603174605,0.5444394659836941,0.004018567810405525
-0.00012739174603174604,0.527347938928791,0.004018567810406142
-0.00012737174603174602,0.5675632967050871,0.006055205349389377
-0.00012735174603174603,0.5685686806494941,0.004018567810406142
-0.00012733174603174604,0.5601904811127696,0.004358007400236681
-0.00012731174603174605,0.5685686806494864,0.00537632616972799
-0.00012729174603174603,0.6020814787964072,0.00571576575955961
-0.00012727174603174602,0.5983950710002544,0.005715765759559301
-0.00012725174603174603,0.606773270536977,0.005376326169728453
-0.00012723174603174604,0.6114650622775407,0.004358007400237299
-0.00012721174603174605,0.6342537650174229,0.005715765759558375
-0.00012719174603174603,0.6630747714237889,0.006055205349390303
-0.00012717174603174602,0.6731286108678768,0.007073524118881458
-0.00012715174603174603,0.6885444980154416,0.006055205349390149
-0.00012713174603174604,0.6858634741636898,0.00571576575955961
-0.00012711174603174605,0.696252441589228,0.006734084529051228
-0.00012709174603174603,0.6929011617745415,0.006394644939220997
-0.00012707174603174604,0.7264139599214394,0.0074129637087126145
-0.00012705174603174602,0.7307706236805483,0.007412963708712923
-0.00012703174603174603,0.719711400292072,0.007073524118882384
-0.00012701174603174604,0.7341219034952381,0.007412963708712923
-0.00012699174603174603,0.7508783025686975,0.006734084529051691
-0.00012697174603174604,0.7428352310134421,0.006734084529051691
-0.00012695174603174602,0.761937525957192,0.00911016165786639
-0.00012693174603174603,0.7830505887897377,0.008770722068035851
-0.00012691174603174604,0.8001421158446556,0.008091842888374773
-0.00012689174603174605,0.804498779603758,0.008091842888374464
-0.00012687174603174604,0.8142174910663669,0.008431282478205158
-0.00012685174603174602,0.805839291529631,0.008431282478205158
-0.00012683174603174603,0.7974610919929235,0.008431282478205467
-0.00012681174603174604,0.8262820983992425,0.009110161657866236
-0.00012679174603174605,0.8303036341768815,0.008431282478205775
-0.00012677174603174603,0.8339900419730456,0.008091842888374464
