#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AD996C
#Date Time: 2025-12-07 12:58:46.443
#Sample rate: 5e+07Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 500 mV/div Offset: 0 V Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Custom
#Type: noisy
#Frequency: 117 kHz
#Period: 8.547008547 us
#Amplitude: 1 V
#Offset: 0 V
#Phase: 0 °

Time (s),Channel 1 (V),Channel 2 (V)
-0.00012899215189873418,-0.5356780182912916,-0.0017519052167156478
-0.0001289721518987342,-0.5329969944395397,-0.0010730260370545694
-0.00012895215189873417,-0.5061867559220135,-0.0007335864472234129
-0.00012893215189873418,-0.5182513632548913,-0.0003941468573930281
-0.00012891215189873417,-0.5092029077552197,-0.0007335864472231042
-0.00012889215189873418,-0.4860790770338602,0.0002847323222685133
-0.0001288721518987342,-0.46396063025690765,0.0006241719120990525
-0.0001288521518987342,-0.43748551972086036,0.0006241719120992069
-0.00012883215189873418,-0.4126860490921206,0.0013030510917605939
-0.00012881215189873416,-0.4029673376295089,0.0016424906815912875
-0.00012879215189873417,-0.3878865784634049,0.0016424906815912875
-0.00012877215189873418,-0.3892270903892808,0.0019819302714218267
-0.0001287521518987342,-0.3925783702039697,0.001981930271421981
-0.00012873215189873418,-0.38922709038928144,0.0016424906815912875
-0.00012871215189873416,-0.3721355633343265,0.0019819302714232157
-0.00012869215189873417,-0.3399632771133249,0.0033396886307441374
-0.00012867215189873418,-0.35236301242767143,0.0019819302714225986
-0.0001286521518987342,-0.32756354179898395,0.0023213698612523656
-0.00012863215189873418,-0.31918534226223316,0.0030002490409140616
-0.00012861215189873416,-0.2809807523747446,0.004358007400236218
-0.00012859215189873417,-0.2726025528380183,0.003679128220575603
-0.00012857215189873418,-0.26020281752366614,0.004018567810406142
-0.0001285521518987342,-0.2658999932086388,0.003679128220575603
-0.00012853215189873417,-0.22702514735822224,0.0043580074002368355
