#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AD996C
#Date Time: 2025-12-08 12:15:27.967
#Sample rate: 5e+07Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 500 mV/div Offset: 0 V Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Custom
#Type: noisy
#Frequency: 100 kHz
#Period: 10 us
#Amplitude: 1 V
#Offset: 0 V
#Phase: 0 °

Time (s),Channel 1 (V),Channel 2 (V)
-0.00012899945454545456,0.5625363769830497,0.0006241719120992069
-0.00012897945454545454,0.5611958650571967,0.0019819302714210547
-0.00012895945454545455,0.587000719630295,0.000963611501929746
-0.00012893945454545456,0.5843196957785444,0.0006241719120993613
-0.00012891945454545454,0.6020814787964031,0.0013030510917605939
-0.00012889945454545455,0.5930330232967406,0.0013030510917605939
-0.00012887945454545454,0.628556589332477,0.000963611501930209
-0.00012885945454545455,0.6379401728135965,0.0013030510917605939
-0.00012883945454545456,0.6211837737401475,0.0013030510917605939
-0.00012881945454545454,0.6211837737401565,0.001642490681590207
-0.00012879945454545455,0.6409563246468263,-0.0007335864472235673
-0.00012877945454545453,0.6577127237203053,-0.00039414685739102147
-0.00012875945454545454,0.6825121943489996,0.0016424906815905157
-0.00012873945454545455,0.6848580902192825,-5.470726756218023e-05
-0.00012871945454545454,0.7029550012186236,0.0006241719121004418
-0.00012869945454545455,0.7120034567182821,0.001981930271421518
-0.00012867945454545456,0.712338584699751,0.0009636115019303637
-0.00012865945454545454,0.7066414090147788,0.0023213698612522113
-0.00012863945454545455,0.7130088406626894,0.0013030510917605939
-0.00012861945454545454,0.7233978080882403,0.00130305109176152
-0.00012859945454545455,0.7321111356064381,0.002321369861252829
-0.00012857945454545456,0.7505431745872321,0.0026608094510833682
-0.00012855945454545454,0.7421649750505074,0.001981930271421981
-0.00012853945454545455,0.7461865108281334,0.001981930271421981
-0.00012851945454545456,0.7582511181610165,0.001981930271421981
-0.00012849945454545454,0.7679698296236337,0.0030002490409140616
-0.00012847945454545455,0.7830505887897377,0.0030002490409140616
-0.00012845945454545454,0.8115364672146028,0.002321369861253909
-0.00012843945454545455,0.7994718598817299,0.0036791282205748312
-0.00012841945454545456,0.8098608273072682,0.0023213698612526744
-0.00012839945454545454,0.7971259640114432,0.003000249040913753
-0.00012837945454545455,0.8014826277705399,0.0023213698612526744
-0.00012835945454545453,0.815222875010778,0.002321369861252983
-0.00012833945454545454,0.8192444107884079,0.0026608094510827507
-0.00012831945454545456,0.8282928662880703,0.0013030510917605939
-0.00012829945454545454,0.8433736254541767,0.0036791282205739053
