#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AD996C
#Date Time: 2025-12-07 12:58:45.801
#Sample rate: 5e+07Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 500 mV/div Offset: 0 V Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Custom
#Type: noisy
#Frequency: 117 kHz
#Period: 8.547008547 us
#Amplitude: 1 V
#Offset: 0 V
#Phase: 0 °

Time (s),Channel 1 (V),Channel 2 (V)
-0.00012899395833333333,-0.5229431549954646,-0.021778841016726568
-0.00012897395833333334,-0.5132244435328642,-0.022457720196387646
-0.00012895395833333333,-0.5035057320702583,-0.02211828060655695
-0.00012893395833333334,-0.5105434196811035,-0.021439401426896182
-0.00012891395833333335,-0.4803819013489124,-0.021099961837065487
-0.00012889395833333333,-0.4602742224607372,-0.020760522247234486
-0.00012887395833333334,-0.4425124394428813,-0.021778841016726107
-0.00012885395833333335,-0.43949628760965376,-0.021439401426896182
-0.00012883395833333334,-0.4411719275169967,-0.0200816430675731
-0.00012881395833333335,-0.42408040046207884,-0.0200816430675731
-0.00012879395833333333,-0.42206963257325625,-0.019742203477742404
-0.00012877395833333334,-0.4059834894627453,-0.019402763887911866
-0.00012875395833333335,-0.4096698972588951,-0.019402763887911713
-0.00012873395833333333,-0.40363759359245405,-0.020760522247234486
-0.00012871395833333334,-0.3671086436123354,-0.019063324298081788
-0.00012869395833333333,-0.35135762848326707,-0.018723884708250326
-0.00012867395833333334,-0.34566045279829705,-0.018723884708250326
-0.00012865395833333335,-0.34264430096507503,-0.01838444511841994
-0.00012863395833333333,-0.3272284138174923,-0.018723884708250326
-0.00012861395833333334,-0.2960615115408773,-0.01770556593875871
-0.00012859395833333335,-0.28734818402267365,-0.017705565938758244
-0.00012857395833333333,-0.2514894900054687,-0.019063324298081018
-0.00012855395833333334,-0.2400951386355235,-0.016347807579436706
-0.00012853395833333333,-0.23372770698760484,-0.017705565938758244
-0.00012851395833333334,-0.2099336203033074,-0.017705565938758244
-0.00012849395833333335,-0.22233335561764314,-0.01668724716926709
-0.00012847395833333333,-0.20658234048860524,-0.016008367989604776
-0.00012845395833333334,-0.18010722995255599,-0.015329488809943698
-0.00012843395833333333,-0.18044235793400512,-0.015329488809943698
-0.00012841395833333334,-0.16301570289761827,-0.016008367989604776
-0.00012839395833333335,-0.15798878317558587,-0.015329488809944006
-0.00012837395833333333,-0.13151367263952,-0.015329488809943389
-0.00012835395833333334,-0.10738445797375355,-0.014650609630282311
-0.00012833395833333335,-0.10034677036289723,-0.014311170040451618
-0.00012831395833333333,-0.09498472265938473,-0.013632290860789922
-0.00012829395833333334,-0.06683397221599055,-0.014311170040451
-0.00012827395833333333,-0.06716910019744687,-0.013971730450619998
-0.00012825395833333334,-0.06716910019744687,-0.01261397209129846
-0.00012823395833333335,-0.04940731717959911,-0.01397173045061938
-0.00012821395833333333,-0.024942974532336414,-0.013292851270959229
-0.00012819395833333334,-0.003159655736852826,-0.013292851270959229
-0.00012817395833333335,0.018623663058630766,-0.011595653321807304
-0.00012815395833333333,0.02130468691040362,-0.012953411681128535
-0.00012813395833333335,0.041077237817073335,-0.011256213731975839
-0.00012811395833333333,0.056828252946131474,-0.012274532501467147
-0.00012809395833333334,0.06084978872375921,-0.011595653321806069
-0.00012807395833333335,0.08564925935245417,-0.010577334552314606
-0.00012805395833333333,0.10676232218503195,-0.009898455372652293
-0.00012803395833333334,0.11011360199972173,-0.009559015782821754
-0.00012801395833333333,0.12150795336967524,-0.009898455372652293
-0.00012799395833333334,0.12485923318436501,-0.009898455372652293
-0.00012797395833333335,0.14798306390571397,-0.009898455372652293
-0.00012795395833333333,0.1499938317945498,-0.008540697013329518
-0.00012793395833333334,0.178144582237944,-0.009219576192990598
-0.00012791395833333335,0.20629533268133815,-0.007861817833669366
-0.00012789395833333333,0.2230517317548203,-0.008540697013329518
-0.00012787395833333334,0.21701942808837868,-0.008880136603160059
-0.00012785395833333333,0.22941916340273377,-0.007861817833668131
-0.00012783395833333334,0.2565645299017211,-0.00820125742349867
-0.00012781395833333335,0.27499656888251883,-0.007522378243838055
-0.00012779395833333333,0.2924232239189304,-0.006843499064176051
-0.00012777395833333334,0.3158821826217589,-0.006164619884514973
-0.00012775395833333333,0.3088444950109229,-0.006504059474345203
-0.00012773395833333334,0.3202388463808682,-0.006164619884514664
-0.00012771395833333335,0.31889833445499294,-0.006504059474345049
-0.00012769395833333333,0.35107062067602823,-0.005146301115022583
-0.00012767395833333334,0.37285393947151185,-0.006843499064175279
-0.00012765395833333335,0.36179471608305047,-0.005825180294684896
-0.00012763395833333333,0.3604542041571639,-0.005146301115022583
-0.00012761395833333334,0.389610338544965,-0.006164619884514201
-0.00012759395833333333,0.4050262256925646,-0.005485740704853277
-0.00012757395833333334,0.41876647293278635,-0.005485740704853277
-0.00012755395833333335,0.4485928632835181,-0.0048068615251925075
-0.00012753395833333333,0.460657470616434,-0.0044674219353611965
-0.00012751395833333334,0.46166285456084094,-0.004127982345530657
-0.00012749395833333335,0.485456941245128,-0.004467421935360888
-0.00012747395833333333,0.48847309307837183,-0.0044674219353611965
-0.00012745395833333334,0.5109266678367934,-0.0034491031658695787
-0.00012743395833333333,0.5109266678368036,-0.004127982345530502
-0.00012741395833333334,0.5270128109473146,-0.0031096635760388854
-0.00012739395833333335,0.5521474095574838,-0.002770223986208037
-0.00012737395833333333,0.5487961297428153,-0.0034491031658691156
-0.00012735395833333334,0.5343856265396493,-0.0041279823455301935
-0.00012733395833333333,0.551477153594572,-0.004467421935361042
-0.00012731395833333334,0.5591850971683584,-0.004127982345530502
-0.00012729395833333335,0.5571743292795454,-0.004467421935360888
-0.00012727395833333333,0.5923627673338023,-0.003788542755699809
-0.00012725395833333334,0.6265458214436381,-0.002430784396377652
-0.00012723395833333335,0.6402860686838755,-0.002430784396377035
-0.00012721395833333333,0.6302322292398141,-0.0020913448065463416
-0.00012719395833333334,0.6456481163873872,-0.0024307843963768806
-0.00012717395833333333,0.6758096347196085,-0.0014124656268849544
-0.00012715395833333334,0.6597234916091049,-0.0014124656268849544
-0.00012713395833333335,0.6882093700339479,-0.001751905216715339
-0.00012711395833333333,0.7046306411259611,-0.002430784396377035
-0.00012709395833333334,0.7026198732371473,-0.002091344806546496
-0.00012707395833333335,0.7056360250703657,-0.001412465626885572
-0.00012705395833333334,0.7026198732371464,-0.0010730260370542608
-0.00012703395833333335,0.6989334654409892,-0.000733586447223876
-0.00012701395833333333,0.7277544718473311,-0.0010730260370542608
-0.00012699395833333334,0.7461865108281249,-0.0007335864472237216
-0.00012697395833333335,0.7505431745872281,-0.0014124656268843369
-0.00012695395833333333,0.7304354956990842,-0.0020913448065463416
-0.00012693395833333334,0.7619375259571681,0.000284732322267433
-0.00012691395833333333,0.7686400855865736,-0.0010730260370536435
-0.00012689395833333334,0.7874072525488278,0.00028473232226789596
-0.00012687395833333335,0.8011474997890582,-0.0003941468573922563
-0.00012685395833333333,0.8001421158446633,-0.00039414685739287377
-0.00012683395833333334,0.8135472351034225,0.001642490681590361
-0.00012681395833333335,0.7994718598817379,-0.001073026037051791
-0.00012679395833333333,0.8282928662880703,-0.00039414685739287377
-0.00012677395833333334,0.8477302892132711,0.0006241719120987436
-0.00012675395833333333,0.8537625928797242,0.001981930271421981
-0.00012673395833333334,0.858789512601759,0.0006241719120998242
-0.00012671395833333335,0.8762161676381401,0.0013030510917599763
-0.00012669395833333333,0.8601300245276378,0.001981930271421981
-0.00012667395833333334,0.8618056644349826,0.00232136986125252
-0.00012665395833333333,0.8644866882867402,0.001981930271421981
-0.00012663395833333334,0.8728648878234647,0.001981930271421981
-0.00012661395833333335,0.8745405277308088,0.0009636115019308266
-0.00012659395833333333,0.8701838639717117,0.0002847323222685133
-0.00012657395833333334,0.8929725667116022,0.0013030510917601307
-0.00012655395833333335,0.9060425579888968,0.0013030510917605939
-0.00012653395833333333,0.9087235818406617,0.0013030510917605939
-0.00012651395833333334,0.9050371740445029,0.00300024904091329
-0.00012649395833333333,0.9261502368770462,0.0023213698612522113
-0.00012647395833333334,0.9033615341371659,0.001303051091761057
-0.00012645395833333335,0.9147558855070957,0.0016424906815909787
-0.00012643395833333333,0.9536307313575252,0.0030002490409140616
-0.00012641395833333334,0.9281610047658828,0.002321369861252983
-0.00012639395833333335,0.9231340850438389,0.0009636115019311354
-0.00012637395833333333,0.9375445882470069,0.0023213698612526744
-0.00012635395833333335,0.9341933084323172,0.003000249040913753
-0.00012633395833333333,0.9663655946533521,0.0023213698612526744
-0.00012631395833333334,0.9663655946533521,0.003000249040913753
-0.00012629395833333335,0.9462579157652227,0.0036791282205748312
-0.00012627395833333333,0.9680412345606978,0.003339688630744755
-0.00012625395833333334,0.9630143148386632,0.0006241719121004418
-0.00012623395833333333,0.9532956033760687,0.0023213698612531376
-0.00012621395833333334,0.9807760978565122,0.003339688630744292
-0.00012619395833333335,0.9690466185051159,0.002660809451083986
-0.00012617395833333333,0.9680412345606978,0.003679128220575449
-0.00012615395833333334,0.9925055772079333,0.0033396886307449094
-0.00012613395833333335,0.9663655946533759,0.005036886579896679
-0.00012611395833333333,0.9693817464865744,0.003339688630744755
-0.00012609395833333334,0.9921704492264649,0.003000249040914216
-0.00012607395833333333,0.9690466185051052,0.0016424906815912875
-0.00012605395833333334,0.9680412345606982,0.0033396886307439835
-0.00012603395833333335,0.9610035469498526,0.004018567810405525
-0.00012601395833333333,0.95564149924634,0.0026608094510833682
-0.00012599395833333334,0.9606684189683746,0.003339688630744446
-0.00012597395833333333,0.9864732735414928,0.004358007400236064
-0.00012595395833333334,0.9707222584124509,0.0026608094510833682
-0.00012593395833333335,0.9633494428201367,0.002321369861252983
-0.00012591395833333333,0.9519550914501795,0.0026608094510833682
-0.00012589395833333334,0.975078922171539,0.003000249040913907
-0.00012587395833333335,0.9821166097823949,0.0036791282205748312
